epoch,kl_loss,loss,reconstruction_loss
0,1.1663967597996816e-05,1.9457652568817139,1.945753574371338
1,2.1076762095617596e-06,1.9435269832611084,1.9435248374938965
2,1.4849007357042865e-06,2.1122632026672363,2.1122617721557617
0,1.4340830603032373e-05,1.8047640323638916,1.8047497272491455,1.3486947864294052e-05,1.949998378753662,1.9499849081039429
1,2.393322120042285e-06,2.540670871734619,2.540668487548828,2.250502120659803e-06,1.9378875494003296,1.9378852844238281
2,8.644256581646914e-07,2.5835537910461426,2.583552837371826,5.283315545057121e-07,1.9368987083435059,1.9368982315063477
3,3.0507334258800256e-07,2.5859029293060303,2.585902690887451,1.4668330550193787e-07,1.938033103942871,1.9380329847335815
4,2.753362196017406e-07,2.1669483184814453,2.166948080062866,2.291441525414939e-08,1.9371834993362427,1.9371834993362427
5,8.054077937913462e-08,2.3508942127227783,2.3508942127227783,5.025261540225756e-09,1.9358879327774048,1.9358879327774048
6,2.8870999813079834e-08,2.390645980834961,2.390645980834961,1.7462298274040222e-10,1.9369810819625854,1.9369810819625854
7,-0.0,2.0725762844085693,2.0725762844085693,-0.0,1.9349044561386108,1.9349044561386108
0,7.652705789951142e-06,2.264270305633545,2.2642626762390137,8.904743481252808e-06,1.950882911682129,1.9508739709854126
1,1.7858948240245809e-06,1.834332823753357,1.8343310356140137,2.0686227344413055e-06,1.955007553100586,1.9550055265426636
2,1.0009016477852128e-06,2.2031450271606445,2.203144073486328,5.256733857095242e-07,1.9516030550003052,1.951602578163147
3,1.213979032854695e-07,2.6402859687805176,2.6402857303619385,1.6104119993087807e-07,1.9508967399597168,1.9508966207504272
4,1.1348165429581059e-07,2.9252119064331055,2.9252119064331055,4.328709835021982e-08,1.9496078491210938,1.9496078491210938
5,3.892928202020585e-09,2.354684829711914,2.354684829711914,1.4551915228366852e-08,1.9491363763809204,1.9491363763809204
6,1.854263231848563e-08,2.2476999759674072,2.2476999759674072,6.829699028543246e-09,1.9505888223648071,1.9505888223648071
7,1.8626451075975936e-11,3.0437498092651367,3.0437498092651367,3.298434192444688e-09,1.9485101699829102,1.9485101699829102
8,2.453103675748025e-08,2.3058180809020996,2.3058180809020996,1.9402552897673786e-09,1.9492019414901733,1.9492019414901733
9,5.373731237767743e-09,2.1588919162750244,2.1588919162750244,1.0477378964424133e-09,1.9399455785751343,1.9399455785751343
10,1.8626451075975936e-11,1.9515106678009033,1.9515106678009033,6.984919309616089e-10,1.9460283517837524,1.9460283517837524
11,2.6384368467802233e-08,2.687229871749878,2.687229871749878,6.596868051822469e-10,1.9379005432128906,1.9379005432128906
12,-0.0,2.492569923400879,2.492569923400879,1.9402553175229542e-10,1.9382275342941284,1.9382275342941284
13,-0.0,2.4419915676116943,2.4419915676116943,3.8805108432127255e-11,1.9379024505615234,1.9379024505615234
14,4.284083920946813e-10,2.8302223682403564,2.8302223682403564,-0.0,1.9373507499694824,1.9373507499694824
15,7.450580430390374e-11,2.3239874839782715,2.3239874839782715,-0.0,1.9378458261489868,1.9378458261489868
0,1.6808025975478813e-05,2.141094923019409,2.141078233718872
1,4.178779363428475e-06,2.1206109523773193,2.1206066608428955
2,2.367701426919666e-06,2.3390564918518066,2.3390541076660156
3,4.536127562460024e-06,2.3749234676361084,2.3749189376831055
4,5.906429123569978e-06,2.4320738315582275,2.43206787109375
5,9.156465239357203e-06,1.9404491186141968,1.9404399394989014
6,3.338116221129894e-05,1.950575828552246,1.9505424499511719
7,2.9197195544838905e-05,2.41387939453125,2.4138503074645996
8,0.0009549829992465675,1.6212843656539917,1.6203293800354004
9,0.005764033645391464,1.4824260473251343,1.476662039756775
10,0.0030778110958635807,1.2087552547454834,1.2056773900985718
11,0.0036738459020853043,1.1471790075302124,1.1435052156448364
12,0.003293238813057542,1.1745496988296509,1.171256422996521
13,0.0014479148667305708,1.1278082132339478,1.126360297203064
14,0.0005516300443559885,1.0989692211151123,1.0984176397323608
15,0.0004588412994053215,0.9056668281555176,0.9052079916000366
16,0.00022935945889912546,1.2287846803665161,1.2285553216934204
17,0.00017542879504617304,1.283213496208191,1.2830380201339722
18,0.0001956279738806188,0.9474080204963684,0.9472123980522156
19,0.0001897200127132237,1.1799485683441162,1.179758906364441
0,6.077997340980801e-07,1.2689640522003174,1.2689634561538696
1,2.3819693524274044e-06,1.2896169424057007,1.2896145582199097
2,4.564531991491094e-05,1.0205395221710205,1.0204938650131226
3,0.00011380000796634704,1.1168783903121948,1.1167645454406738
0,1.0805837519001216e-05,1.0128487348556519,1.0128378868103027,9.108548510994297e-06,1.9550185203552246,1.9550094604492188
1,1.870841697382275e-05,1.497288465499878,1.4972697496414185,1.6209649402298965e-05,1.9809379577636719,1.980921745300293
2,9.810581104829907e-05,1.2315504550933838,1.2314523458480835,4.71284547529649e-05,1.94242262840271,1.9423755407333374
3,0.00027283618692308664,1.1566506624221802,1.1563777923583984,0.0001295044057769701,1.8890492916107178,1.8889198303222656
4,0.0006116917938925326,1.1493669748306274,1.1487553119659424,0.00034223360125906765,1.8890994787216187,1.8887572288513184
5,0.0013646393781527877,0.8065987229347229,0.8052340745925903,0.0011671889806166291,1.635918378829956,1.6347512006759644
6,0.00198226235806942,0.6725158095359802,0.6705335378646851,0.0023151347413659096,1.6660157442092896,1.6637005805969238
7,0.003000769531354308,0.7256777286529541,0.7226769328117371,0.0037430308293551207,1.5515345335006714,1.5477914810180664
8,0.0021612707059830427,0.6761971116065979,0.6740358471870422,0.0038744788616895676,1.465559720993042,1.461685299873352
9,0.0010145710548385978,0.5576890707015991,0.5566744804382324,0.0025482981000095606,1.4476475715637207,1.4450992345809937
10,0.0007465008529834449,0.6553810238838196,0.6546345353126526,0.00162173539865762,1.3757801055908203,1.3741583824157715
11,0.00038748784572817385,0.576902449131012,0.5765149593353271,0.0008118948899209499,1.3595590591430664,1.358747124671936
12,0.0001388482196489349,0.5888183116912842,0.5886794924736023,0.00043517924495972693,1.3695324659347534,1.3690972328186035
13,2.3433854948962107e-05,0.6925265789031982,0.6925031542778015,0.00023963460989762098,1.3665729761123657,1.3663333654403687
14,2.5903265850502066e-05,0.6243105530738831,0.6242846250534058,0.00018390679906588048,1.36126708984375,1.3610831499099731
15,2.4603754354757257e-05,0.7027912139892578,0.7027665972709656,0.00012059236178174615,1.3493056297302246,1.3491849899291992
16,2.6366114980191924e-05,0.6873993277549744,0.6873729825019836,9.086402133107185e-05,1.3557312488555908,1.3556404113769531
17,1.945374606293626e-05,0.8375818133354187,0.8375623822212219,8.303468348458409e-05,1.3515483140945435,1.3514652252197266
18,1.3056118405074812e-05,0.6375821232795715,0.6375690698623657,6.855832180008292e-05,1.3532953262329102,1.3532267808914185
19,1.497538778494345e-05,0.5926342606544495,0.5926192998886108,5.727569805458188e-05,1.3486863374710083,1.348629117012024
